_id,brand
ObjectId(6108354e879cbd2f0b123fd2),
ObjectId(61094d39879cbd2f0b123fd6),
ObjectId(61096231879cbd2f0b123fdb),
ObjectId(6109693a879cbd2f0b123fe6),
ObjectId(610971fb879cbd2f0b123fec),
ObjectId(610984f9879cbd2f0b123ff2),
ObjectId(6109a98b879cbd2f0b123ffa),
ObjectId(6109addd879cbd2f0b123fff),
ObjectId(6109af45879cbd2f0b124002),
ObjectId(610ab9621753a40263c95755),
ObjectId(610b04561753a40263c95759),
ObjectId(610c18bf8ca19c308c55d665),
ObjectId(610c1afb8ca19c308c55d66a),
ObjectId(610c1be98ca19c308c55d66d),
ObjectId(610c1d618ca19c308c55d671),
ObjectId(610c20248ca19c308c55d676),
ObjectId(61129bb6805817308bc58b95),
ObjectId(6112a10f805817308bc58b9a),
ObjectId(6112a27b805817308bc58b9e),
ObjectId(6112a3dd805817308bc58ba2),
ObjectId(6112a624805817308bc58ba6),
ObjectId(6114109016b15e57f36d2801),
ObjectId(611544f00665c46404f6d3fa),
ObjectId(611546d70665c46404f6d3fe),
ObjectId(611549bd0665c46404f6d403),
ObjectId(611ad3e2dc997f169f45f709),
ObjectId(611add3adc997f169f45f70e),
ObjectId(611ae113dc997f169f45f713),
ObjectId(611d30d8dc997f169f45f718),
ObjectId(611d325adc997f169f45f71c),
ObjectId(611d3415dc997f169f45f720),
ObjectId(611d39fddc997f169f45f727),
ObjectId(611d3c5ddc997f169f45f72a),
ObjectId(611d3e20dc997f169f45f72e),
ObjectId(611d4072dc997f169f45f732),
ObjectId(61256d5081e7a62771e9e823),
ObjectId(612572f681e7a62771e9e82a),
ObjectId(6125778281e7a62771e9e82e),
ObjectId(61257bc381e7a62771e9e832),
ObjectId(61257dac81e7a62771e9e836),
ObjectId(6125801981e7a62771e9e83b),
ObjectId(612583ca81e7a62771e9e840),
ObjectId(61258ad781e7a62771e9e846),
ObjectId(61258dac81e7a62771e9e84b),
ObjectId(61267bb144338003131c550a),
ObjectId(612cf0153b7833377ce7c1f0),
ObjectId(612cf1fa3b7833377ce7c1f4),
ObjectId(612cf7f33b7833377ce7c1f8),
ObjectId(612cf95d3b7833377ce7c1fc),
ObjectId(612cfb133b7833377ce7c200),
ObjectId(612cfcb83b7833377ce7c204),
ObjectId(612cff4f3b7833377ce7c209),
ObjectId(612d00183b7833377ce7c20c),
ObjectId(612d015e3b7833377ce7c20f),
ObjectId(612d033e3b7833377ce7c214),
ObjectId(612d040a3b7833377ce7c217),
ObjectId(612d04be3b7833377ce7c21a),
ObjectId(612d06b83b7833377ce7c21e),
ObjectId(612eaaa13b7833377ce7c222),
ObjectId(612ead213b7833377ce7c226),
ObjectId(612eafac3b7833377ce7c22b),
ObjectId(612eb3e13b7833377ce7c22f),
ObjectId(6138c3263b7833377ce7c234),
ObjectId(6138d53d3b7833377ce7c238),
ObjectId(613926423b7833377ce7c23c),
ObjectId(61392d6a3b7833377ce7c240),
ObjectId(6139328a3b7833377ce7c243),
ObjectId(61393eef3b7833377ce7c247),
ObjectId(613943e63b7833377ce7c24b),
ObjectId(613bc1583b7833377ce7c24f),
ObjectId(613bc5803b7833377ce7c254),
ObjectId(613bc8563b7833377ce7c258),
ObjectId(613bcb4b3b7833377ce7c25d),
ObjectId(613bccf63b7833377ce7c261),
ObjectId(613f5deb3b7833377ce7c265),
ObjectId(613f60b33b7833377ce7c269),
ObjectId(613f63033b7833377ce7c26d),
ObjectId(613f63f13b7833377ce7c270),
ObjectId(6140beb63b7833377ce7c274),
ObjectId(6140c52f3b7833377ce7c279),
ObjectId(6140d80fe07b306254ba827b),
ObjectId(6140d909e07b306254ba827f),
ObjectId(6140db1ee07b306254ba8283),
ObjectId(6140e3dae07b306254ba8288),
ObjectId(61411208e07b306254ba828c),
ObjectId(6141136ee07b306254ba8290),
ObjectId(61411541e07b306254ba8294),
ObjectId(6142735be47d4679ade3fb9d),
ObjectId(6142751ee47d4679ade3fba1),
ObjectId(6142797ce47d4679ade3fba7),
ObjectId(61427b5fe47d4679ade3fbaa),
ObjectId(614901c8e47d4679ade3fbb4),
ObjectId(61490301e47d4679ade3fbb7),
ObjectId(614903c5e47d4679ade3fbba),
ObjectId(614904b5e47d4679ade3fbbd),
ObjectId(614906efe47d4679ade3fbc1),
ObjectId(614908f3e47d4679ade3fbc6),
ObjectId(61490af2e47d4679ade3fbca),
ObjectId(61490d9de47d4679ade3fbcf),
ObjectId(6149fbe2693478162f6f80e9),
ObjectId(614e469a6b4206323f8053bd),
ObjectId(61512e586b4206323f8053c1),
ObjectId(6151308d6b4206323f8053c5),
ObjectId(615131af6b4206323f8053c8),
ObjectId(615136266b4206323f8053ce),
ObjectId(615138a06b4206323f8053d2),
ObjectId(61513a5d6b4206323f8053d6),
ObjectId(61513df56b4206323f8053da),
ObjectId(6151428c6b4206323f8053df),
ObjectId(615490586b4206323f8053e3),
ObjectId(615492db6b4206323f8053e9),
ObjectId(61549d7e6b4206323f8053ee),
ObjectId(61549ff16b4206323f8053f3),
ObjectId(6154a0cd6b4206323f8053f6),
ObjectId(615630a09c8d2462347321b5),
ObjectId(615c7b078a3cc42524113d4b),
ObjectId(615c845b8a3cc42524113d50),
ObjectId(615c8a1b8a3cc42524113d55),
ObjectId(615c90088a3cc42524113d59),
ObjectId(615c91978a3cc42524113d5d),
ObjectId(615c93df8a3cc42524113d61),
ObjectId(615cb7e08a3cc42524113d65),
ObjectId(615e31ea8a3cc42524113d6a),
ObjectId(615e32e38a3cc42524113d6d),
ObjectId(615e34908a3cc42524113d70),
ObjectId(615f17a28a3cc42524113d73),
ObjectId(615f196b8a3cc42524113d76),
ObjectId(615f5c1b8a3cc42524113d7a),
ObjectId(615f66de8a3cc42524113d7f),
ObjectId(615f69608a3cc42524113d83),
ObjectId(615f6d918a3cc42524113d87),
ObjectId(615f80018a3cc42524113d8e),
ObjectId(615f821e8a3cc42524113d99),
ObjectId(6165b5fbde716e07ba1a8055),
ObjectId(6165b745de716e07ba1a8058),
ObjectId(6165b968de716e07ba1a805b),
ObjectId(6165bdc9de716e07ba1a805e),
ObjectId(6165beb2de716e07ba1a8061),
ObjectId(6165c24cde716e07ba1a8064),
ObjectId(6165c6f2de716e07ba1a806b),
ObjectId(6165ca61de716e07ba1a806f),
ObjectId(61689f3e14dfa14059d7d9e1),
ObjectId(6168a75114dfa14059d7d9e5),
ObjectId(6168ac2b14dfa14059d7d9e9),
